1,naly_bylka,perso je suis tres heureux d etre affiche dans le metro,03/11/2015,je suis heureux,4
2,ElDjazaiiri,moi je suis heureux,03/11/2015,je suis heureux,4
3,GreenTurtlenice,je suis heureux quand un commercant digne de ce nom decide de se rendre pour tous,03/11/2015,je suis heureux,4
4,ClaudeSiar,je ne comprends pas tout mais j en suis sincerement heureux pour vous,03/11/2015,je suis heureux,4
5,NejBrandalise,je suis heureux d etre en demain ns travaillerons ensemble pr l avenir de la grande region,03/11/2015,je suis heureux,4
6,Mathieusmtorg,il est parti d ailleurs je suis trop heureux pour lui il etait tellement content babe,03/11/2015,je suis content,4
7,LeoBSoo,je suis bien content d etre ne dans la bonne periode parce que la c est parti en couilles,03/11/2015,je suis content,4
8,xavierbocker,en plus je suis francoallemand alors quoiqu il arrive pendant le match je serais content otefoot,03/11/2015,je suis content,4
9,badbadHR,ouais perso je suis trop content que il est repris,03/11/2015,je suis content,4
10,swipse,merci je suis trop content la d,03/11/2015,je suis content,4
11,Noow_15,le pire sentiment du monde c est bien le manque,03/11/2015,c'est bien,0
12,lavina29546879,chantal et albert dans la maison c juste un vrai bonheur et voir qu ils aiment bien remi j adore notre trio est parf,03/11/2015,c'est bien,4
13,thibaultdepledt,je crois que c est la seule lecon de conduite ou j ai pas envie d aller tellement je suis pas bien,03/11/2015,c'est bien,0
14,ilonaesmenjaud,les gens qui te disent de faire attention a toi quand tu sors et qui te demandent si t es bien rentree c est eux les vrais,03/11/2015,c'est bien,4
15,_Lalycorne,c est trop bien de pas avoir cours le matin,03/11/2015,c'est bien,4
16,Bruno_PL78,mais c est pas du tout abordable a fait chier de ouf j aurais bien ete le voir,03/11/2015,c'est bien,0
17,cubaintshims,francois hollande preoccupe par le sort de jeanclaude muyambo,03/11/2015,hollande,2
18,CasYannPiat,climat francois hollande et xi jinping veulent le beurre et l argent du beurre,03/11/2015,hollande,2
19,RKaroutchi,la france s effiloche en europene compte plus au proche orients isole de la russieet hollande fait la lecon etrangere a sarkozyon reve,03/11/2015,hollande,0
20,Hova_SC,la petite blague de hollande sur la liberte de la presse en chine,03/11/2015,hollande,2
21,Nadine2189,les inrocks cocaine rap et culture geek le fils de francois hollande fait des videos via,03/11/2015,hollande,2
22,apconsultant1,hollande sur sa visite a lucette on peut me faire des reproches mais pas sur le contact direct,03/11/2015,hollande,2
23,DebiasiRomane,francois hollande qui fait coucou a une athlete aveugle je vous dis notre president c est le meilleur,03/11/2015,hollande,2
24,07keiler,pour les chinois sont legitimes pour une recapitalisation d il vend la france mais on le savait,03/11/2015,hollande,2
25,Priscille_O,parfois on ne se rend pas vrmt compte des mauvais cotes de notre personnalite et on se croit superieur a d autres c est dommage,03/11/2015,mauvais,2
26,SylvainZeHouse,tu parles d un artistemauvais plagiat de l oeuvre d elle c est une artiste,03/11/2015,mauvais,0
27,kelpo1002,evasion fiscale les europeens mauvais eleves,03/11/2015,mauvais,0
28,SarahSerghini_,meme au macdo jfais les mauvais choix de menu,03/11/2015,mauvais,0
29,SarahSerghini_,jfais vraiment que les mauvais choix dans ma vie,03/11/2015,mauvais,0
30,NassymGL,je tweet qu en mauvais temps psk j suis pas en moto et j m ennuie un peu,03/11/2015,mauvais,2
31,JeanLucBoulin,ah oui en effet je viens de verifier et ca marche que sur le pc mauvais chez,03/11/2015,mauvais,2
32,Mauvais_Melange,j ai pas eu cour de toutes la matine,03/11/2015,mauvais,4
33,DefMarketing,cette semaine le blog s interesse a l evenementiel de rue avec en prime quelques liens de videos sympas,03/11/2015,sympas,2
34,Leccia_gal,c est sympas les anesthesies en fait,03/11/2015,sympas,4
35,oxydoreduction,pas mal de jeux sympas dans la liste ou finale de l agdq shantae tjrs en waitlist though,03/11/2015,sympas,4
36,celine_vb,quand tu apprends que tous tes collegues top sympas se barrent a la fin de l annee,03/11/2015,sympas,0
37,NicolasNVE,c est sympas aujourd hui j ai que de cours a,03/11/2015,sympas,4
38,MegaanDye,demain normalement je fini puis j ai conge le lendemain a va j ai pas a me plaindre,09/11/2015,ca va,4
39,chloe_dbs,demain je commence par deux heures de latin clairement ca va pas etre possible,09/11/2015,ca va,0
40,ReedusNorman_FR,je suis triste que sarah ai annulee sa venue,09/11/2015,je suis triste,4
41,DRAKNNrozay,je me suis fait colle parce que je suis arrives en etude a au lieu de si c est triste,09/11/2015,je suis triste,0
42,_Booh_Lola,je suis un peu triste de cette journee,09/11/2015,je suis triste,0
43,acalessandri,je suis egalement tres triste,09/11/2015,je suis triste,0
44,OHlookitsASIA,je suis triste,09/11/2015,je suis triste,0
45,thestoryofadead,quand je suis grave enervee j ai envie de pleurer on croit que je suis triste mais en faite j ai juste envie de tout,09/11/2015,je suis triste,0
46,marion__cola,regle je dis putain quand j suis content triste decu enerve enthousiaste impatient jaloux ennuye fatigue,09/11/2015,je suis triste,0
47,Kelly_Wrt,enfaite je suis meme pas enerve je suis triste,09/11/2015,je suis triste,0
48,julielej,quand les gens que j adore sont triste je suis encore plus triste qu eux,09/11/2015,je suis triste,0
49,wondeer_wall,travailler en temps plein c est pas une vie on a le temps de rien je suis triste mais bon c est juste,09/11/2015,je suis triste,0
50,purebordelaise,je suis tellement triste,09/11/2015,je suis triste,0
51,brice_grossemy,decu degoute,09/11/2015,decu,0
52,LeaPrchz_,lea je suis decu apres tout ce qu on a vecu,09/11/2015,decu,0
53,missysimz,ils auraient pu au moins etre honnete avec leurs publics decu,09/11/2015,decu,0
54,Tomichou_,bref je viens d apprendre qu il y avait pas de feu d artifice a paris au nouvel an je suis super decu,09/11/2015,decu,0
55,Leabob3,comment c est possible d etre aussi decu par les gens srx,09/11/2015,decu,0
56,tortuegenialee_,je suis tres decu par votre attitude centurion affaire dreyfus,09/11/2015,decu,0
57,_Emilyeee,choque et decu,09/11/2015,decu,0
58,Ayeelen_L,sa sert a rien de s attacher au final t es toujours decu,09/11/2015,decu,0
59,unelicorneytb1,et moi sa ma toujours manquer et decu de ne t avoir jamais vu,09/11/2015,decu,0
60,Allan1401D,decutrahi et blesser,09/11/2015,decu,0
61,Nanawaak,j ai arreter d esperer par peur d etre decu,09/11/2015,decu,0
62,clairehrv,t as pas de cœur je suis decu,09/11/2015,decu,0
63,rey_morgane,ca m a decu de sa part qu il croit ca comme ca au moins je saurais a quoi m attendre maintenant,09/11/2015,decu,0
64,_Sleeping_sun,je suis tellement bien avec elle,09/11/2015,je suis bien,4
65,310512__,j fais la tete pour rien j suis tres jalouse susceptible je m enerve vite j crois bien que je suis super chiante mais j suis pas sur,09/11/2015,je suis bien,0
66,9500f2ee46a24ed,je suis grave pas bien la je tremble de partout j ai envie de pleurer,09/11/2015,je suis bien,0
67,__KathleenKmf,je suis trop de bonne humeur ma journee etait bien bien bien,09/11/2015,je suis bien,4
68,LuceCornu,je suis trop heureuse ca remotive bien des opportunites pareilles,09/11/2015,je suis bien,4
69,AudouxM,je suis pas bien ce soir,09/11/2015,je suis bien,0
70,Cannabrice38,ok je suis bien j ai pas cours demain,09/11/2015,je suis bien,4
71,hoelympe,mais vous allez pas bien vous je me suis pas debarrassee de la philo pour en refaire,09/11/2015,je suis bien,0
72,ehouaisbb,je suis bien contente que ca se finis comme sa,09/11/2015,je suis bien,4
73,pater_manon,je me suis bien fait chier pendant en skype,09/11/2015,je suis bien,0
74,Mng_Anais,en droit je suis bien,09/11/2015,je suis bien,4
75,manis77185,quand je vois comment certains ont mal tournes je suis bien content d etre la personne que je suis,09/11/2015,je suis bien,4
76,LEADORABLEMENT,biensur c est evident,09/11/2015,c'est evident,2
77,sn00c,ha mais tu dis remise de diplome c est carrement pas evident xd,09/11/2015,c'est evident,2
78,lauphanie,je veux des rastas mais avec bee c est vraiment pas evident,09/11/2015,c'est evident,2
79,EXPLICITISDALE,la vue ouais bah un chapitre sur la vue c est evident on voit que ca en debut d annee,09/11/2015,c'est evident,2
80,blondieful,pas trop l intrigue lol car j ai l impression que c est evident lol enfin bon je peux me tromper je vais voir la fin,09/11/2015,c'est evident,2
81,andunsocial,hm c est jamais evident surtout qd tu as bosse en amont peutetre estce ta facon de travailler ou tout simplement que tu,09/11/2015,c'est evident,2
82,lyrusi,ah j ai cru qu il y avait un sens plus profond que ca sinon je vais te dire que c est evident _,09/11/2015,c'est evident,2
83,skylinsun,manque d objectivite et de maturite evident vous ne pensez qu en fonction de larry et c est desesperant,09/11/2015,c'est evident,0
84,RohCuche,c est pas evident d expliquer en allemand pourquoi je suis fan de bale,09/11/2015,c'est evident,2
85,louannedlh,faut que j aille a lille des que j peut,09/11/2015,lille,2
86,claramlln,perso mes parents si c pas maximum a lille j ai le droit d aller nul part jss mal barre pr aller au cast de tw,09/11/2015,lille,0
87,TUTUTUchiwawa,bon je vais me doucher et me faire a manger j ai oublie que j etais sur lille ma mere ne vas pas m appeler pour manger,09/11/2015,lille,0
88,pau_rtw,ma prof principale nous a organise une journee a lille,09/11/2015,lille,4
89,cliffordslayyou,autant pour moi je savais que c etait pas a lille donc j ai dis les autres villes ahah,09/11/2015,lille,2
90,JohannaVtng,je suis tellement presse d aller a lille pour aller voir les illuminations,09/11/2015,lille,4
91,Elsa_mgt,y a masse de chance que se soit lille,09/11/2015,lille,2
92,CaptainTote,euros le trajet lilleparis sncf t es serieuse sur ton site de promos en plus,09/11/2015,lille,0
93,Kenzo_Bbc,j aime trop lille en hiver avec les lumieres les decos toussa,09/11/2015,lille,4
94,A_RABEB,chapeau bas pour un vrai parti politique avec une technique de travail haut niveau,09/11/2015,politique,4
95,F4b0s,robert menard n est pas un politique mais un fasciste ancien ou tjrs en service employe de la cia,09/11/2015,politique,0
96,nicogou17,en ledefrance un sondage place pecresse loin devant bartolone,09/11/2015,politique,2
